ItemType	Code	Equiv1	Equiv2	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
u829	u829			id327 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u830	u830			id327 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u831	u831			id327 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u832	u832			id327 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u833	u833			id327 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u834	u834			id327 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u835	u835			id327 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u836	u836			id327 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u837	u837			id327 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u838	u838			id327 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u839	u839			id327 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u840	u840			id327 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u841	u841			id327 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u842	u842			id327 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u843	u843			id327 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u844	u844			id327 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u845	u845			id327 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u846	u846			id327 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u847	u847			id327 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u848	u848			id327 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u849	u849			id327 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u850	u850			id327 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u851	u851			id327 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u852	u852			id327 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u853	u853			id327 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u854	u854			id327 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u855	u855			id327 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u856	u856			id327 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u857	u857			id327 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u858	u858			id327 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u859	u859			id327 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u860	u860			id327 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u861	u861			id327 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u862	u862			id327 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u863	u863			id327 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u864	u864			id327 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u865	u865			id327 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u866	u866			id327 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u867	u867			id327 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u868	u868			id327 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u869	u869			id327 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u870	u870			id327 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u871	u871			id327 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u872	u872			id327 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u873	u873			id327 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u874	u874			id327 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u875	u875			id327 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u876	u876			id327 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u877	u877			id327 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u878	u878			id327 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u879	u879			id327 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u880	u880			id327 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u881	u881			id328 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u882	u882			id328 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u883	u883			id328 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u884	u884			id328 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u885	u885			id328 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u886	u886			id328 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u887	u887			id328 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u888	u888			id328 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u889	u889			id328 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u890	u890			id328 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u891	u891			id328 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u892	u892			id328 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u893	u893			id328 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u894	u894			id328 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u895	u895			id328 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u896	u896			id328 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u897	u897			id328 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u898	u898			id328 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u899	u899			id328 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u900	u900			id328 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u901	u901			id328 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u902	u902			id328 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u903	u903			id328 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u904	u904			id328 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u905	u905			id328 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u906	u906			id328 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u907	u907			id328 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u908	u908			id328 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u909	u909			id328 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u910	u910			id328 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u911	u911			id328 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u912	u912			id328 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u913	u913			id328 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u914	u914			id328 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u915	u915			id328 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u916	u916			id328 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u917	u917			id328 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u918	u918			id328 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u919	u919			id328 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u920	u920			id328 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u921	u921			id328 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u922	u922			id328 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u923	u923			id328 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u924	u924			id328 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u925	u925			id328 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u926	u926			id328 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u927	u927			id328 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u928	u928			id328 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u929	u929			id328 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u930	u930			id328 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u931	u931			id328 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u932	u932			id328 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u933	u933			id328 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u934	u934			id328 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u935	u935			id328 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u936	u936			id328 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u937	u937			id328 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u938	u938			id328 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u939	u939			id328 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u940	u940			id328 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u941	u941			id328 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u942	u942			id328 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u943	u943			id328 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u944	u944			id328 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u945	u945			id329 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u946	u946			id329 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u947	u947			id329 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u948	u948			id329 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u949	u949			id329 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u950	u950			id329 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u951	u951			id329 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u952	u952			id329 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u953	u953			id329 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u954	u954			id329 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u955	u955			id329 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u956	u956			id329 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u957	u957			id329 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u958	u958			id329 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u959	u959			id329 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u960	u960			id329 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u961	u961			id329 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u962	u962			id329 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u963	u963			id329 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u964	u964			id329 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u965	u965			id329 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u966	u966			id329 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u967	u967			id329 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u968	u968			id329 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u969	u969			id329 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u970	u970			id329 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u971	u971			id329 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u972	u972			id329 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u973	u973			id329 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u974	u974			id329 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u975	u975			id329 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u976	u976			id329 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u977	u977			id329 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u978	u978			id329 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u979	u979			id329 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u980	u980			id329 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u981	u981			id329 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u982	u982			id329 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u983	u983			id329 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u984	u984			id329 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u985	u985			id329 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u986	u986			id329 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u987	u987			id329 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u988	u988			id329 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u989	u989			id329 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u990	u990			id329 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u991	u991			id329 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u992	u992			id329 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u993	u993			id329 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u994	u994			id329 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u995	u995			id329 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u996	u996			id329 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u997	u997			id329 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u998	u998			id329 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
u999	u999			id329 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v000	v000			id329 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v001	v001			id329 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v002	v002			id329 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v003	v003			id329 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v004	v004			id329 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v005	v005			id329 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v006	v006			id329 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v007	v007			id329 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v008	v008			id329 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v009	v009			id330 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v010	v010			id330 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v011	v011			id330 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v012	v012			id330 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v013	v013			id330 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v014	v014			id330 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v015	v015			id330 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v016	v016			id330 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v017	v017			id330 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v018	v018			id330 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v019	v019			id330 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v020	v020			id330 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v021	v021			id330 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v022	v022			id330 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v023	v023			id330 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v024	v024			id330 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v025	v025			id330 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v026	v026			id330 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v027	v027			id330 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v028	v028			id330 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v029	v029			id330 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v030	v030			id330 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v031	v031			id330 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v032	v032			id330 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v033	v033			id330 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v034	v034			id330 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v035	v035			id330 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v036	v036			id330 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v037	v037			id330 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v038	v038			id330 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v039	v039			id330 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v040	v040			id330 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v041	v041			id330 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v042	v042			id330 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v043	v043			id330 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v044	v044			id330 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v045	v045			id330 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v046	v046			id330 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v047	v047			id330 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v048	v048			id330 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v049	v049			id330 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v050	v050			id330 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v051	v051			id330 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v052	v052			id330 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v053	v053			id330 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v054	v054			id330 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v055	v055			id330 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v056	v056			id330 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v057	v057			id330 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v058	v058			id330 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v059	v059			id330 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v060	v060			id330 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v061	v061			id330 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v062	v062			id330 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v063	v063			id330 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v064	v064			id330 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v065	v065			id330 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v066	v066			id330 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v067	v067			id330 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v068	v068			id330 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v069	v069			id330 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v070	v070			id330 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v071	v071			id330 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v072	v072			id330 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v073	v073			id331 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v074	v074			id331 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v075	v075			id331 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v076	v076			id331 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v077	v077			id331 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v078	v078			id331 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v079	v079			id331 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v080	v080			id331 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v081	v081			id331 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v082	v082			id331 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v083	v083			id331 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v084	v084			id331 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v085	v085			id331 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v086	v086			id331 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v087	v087			id331 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v088	v088			id331 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v089	v089			id331 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v090	v090			id331 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v091	v091			id331 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v092	v092			id331 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v093	v093			id331 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v094	v094			id331 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v095	v095			id331 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v096	v096			id331 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v097	v097			id331 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v098	v098			id331 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v099	v099			id331 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v100	v100			id331 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v101	v101			id331 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v102	v102			id331 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v103	v103			id331 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v104	v104			id331 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v105	v105			id331 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v106	v106			id331 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v107	v107			id331 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v108	v108			id331 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v109	v109			id331 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v110	v110			id331 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v111	v111			id331 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v112	v112			id331 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v113	v113			id331 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v114	v114			id331 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v115	v115			id331 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v116	v116			id331 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v117	v117			id331 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v118	v118			id331 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v119	v119			id331 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
v120	v120			id331 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
